"Species","Longitude","Latitude","State","Locality","year","month","identifier","Elevation"
"Chamaeza ruficauda",-46.033798,-22.863288,"Minas Gerais","BR-Minas Gerais-Camanducaia-Monte Verde",2016,9,"OBS433015448",1558.75
"Chamaeza ruficauda",-46.038766,-22.863364,"Minas Gerais","Monte Verde--área geral",2018,9,"OBS662132604",1558.75
"Chamaeza ruficauda",-46.035869,-22.872537,"Minas Gerais","Monte Verde - Hotel Cabeça de Boi e arredores",2015,5,"OBS322656745",1688.03
"Chamaeza ruficauda",-45.876675,-22.872716,"Minas Gerais","-22,8727x-45,8767 - 20 May 2017 09:55",2017,5,"OBS513180227",1422.48
"Chamaeza ruficauda",-45.876793,-22.872744,"Minas Gerais","-22,8727x-45,8768 - 21 May 2017 06:01",2017,5,"OBS513179435",1422.48
"Chamaeza ruficauda",-46.027674,-22.878951,"Minas Gerais","BR-Minas Gerais-Camanducaia-Monte Verde-R. Lira",2017,1,"OBS459021537",1718.91
"Chamaeza ruficauda",-46.027792,-22.879094,"Minas Gerais","Monte Verde",2017,9,"OBS537093896",1718.91
"Chamaeza ruficauda",-46.023926,-22.882438,"Minas Gerais","3655 Avenida das Montanhas, São Paulo, BR (-22,882, -46,024)",2018,2,"OBS578079804",1718.91
"Chamaeza ruficauda",-46.024757,-22.883789,"Minas Gerais","Monte Verde--Trilha da Pedra Partida",2017,6,"OBS511627278",1718.91
"Chamaeza ruficauda",-46.313782,-22.884146,"Minas Gerais","Extrema--Serra do Lopo",2018,12,"OBS681813887",1270.67
"Chamaeza ruficauda",-46.022677,-22.885806,"Minas Gerais","Monte Verde--Trilha da Pedra Redonda",2018,7,"OBS640305719",1718.91
"Chamaeza ruficauda",-46.327426,-22.891404,"Minas Gerais","Trilha do Cume - Extrema - MG",2017,1,"OBS457589214",1290.39
"Chamaeza ruficauda",-54.179549,-25.953106,"Misiones","PP Urugua-i Don Zerpa",2005,5,"OBS377272168",480
"Chamaeza ruficauda",-53.840333,-26.423833,"Misiones","Parque Provincial El Pinalito",2006,11,"41dc388b-ad75-4d9a-ae83-a11bcad7a551",710.47
"Chamaeza ruficauda",-53.8405,-26.425583,"Misiones","PP Piñalito y alrededores (AICA MI14)",2006,11,"OBS52273691",710.47
"Chamaeza ruficauda",-53.981667,-26.520717,"Misiones","PP Cruce Caballero",2015,8,"OBS340491844",600.34
"Chamaeza ruficauda",-54.2645,-26.689778,"Misiones","Reserva Privada Yaguaroundi (AICA MI13)",2006,4,"OBS218219847",471.15
"Chamaeza ruficauda",-54.171733,-26.811617,"Misiones","Yaboti Biosphere Reserve",2006,12,"b0a7e9bb-0d8b-4beb-8caa-873c4abdc750",491.02
"Chamaeza ruficauda",-54.2171,-26.868411,"Misiones","PP Caá Yarí (AICA MI15)",2012,5,"OBS377162505",493.51
"Chamaeza ruficauda",-53.883333,-26.883333,"Misiones","Parque Provincial Esmeralda",2005,9,"059f9a97-ab07-47df-a22c-c268f8ae6879",480.92
"Chamaeza ruficauda",-54.13418,-26.90258,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,10,"OBS546911381",491.31
"Chamaeza ruficauda",-54.13699,-26.90973,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,8,"OBS424626175",478.63
"Chamaeza ruficauda",-54.13926,-26.91027,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,8,"OBS451133064",478.63
"Chamaeza ruficauda",-54.13694,-26.91074,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,8,"OBS451128678",478.63
"Chamaeza ruficauda",-54.14521,-26.96847,"Misiones","Lote 12, Yaboty Biosphere Reserve",2016,7,"OBS423531542",392.3
"Chamaeza ruficauda",-54.186463,-26.971113,"Misiones","(-26,9711,-54,1865) seguimiento 4",2018,9,"OBS656181878",463.91
"Chamaeza ruficauda",-54.187473,-26.971423,"Misiones","(-26,9714,-54,1875) seguimiento 3",2018,9,"OBS656181983",463.91
"Chamaeza ruficauda",-54.1815,-27.00422,"Misiones","RNC Papel Misionero",2018,8,"OBS649771177",461.07
"Chamaeza ruficauda",-54.17743,-27.00437,"Misiones","RNC Papel Misionero",2018,9,"OBS655575355",461.07
"Chamaeza ruficauda",-54.1776,-27.00525,"Misiones","RNC Papel Misionero",2018,8,"OBS653428838",461.07
"Chamaeza ruficauda",-54.1781,-27.00545,"Misiones","RNC Papel Misionero",2018,8,"OBS649590160",461.07
"Chamaeza ruficauda",-54.039333,-27.022333,"Misiones","Reserva de Biosfera Yabotí (AICA MI15)",2015,8,"OBS335961316",425.98
"Chamaeza ruficauda",-54.827625,-27.058887,"Misiones","PP Salto Encantado",2018,10,"OBS665360330",482.32
"Chamaeza ruficauda",-53.925978,-27.141092,"Misiones","Don Moconá Virgin Lodge",2002,7,"OBS321075719",208.72
"Chamaeza ruficauda",-53.983728,-27.155864,"Misiones","Ruta Provincial 2, Misiónes, AR (-27.156, -53.984)",2017,10,"OBS539160740",292.79
"Chamaeza ruficauda",-54.037285,-27.226776,"Misiones","Aldea Yabotí (AICA MI15)",2011,1,"OBS107359065",212.19
"Chamaeza ruficauda",-43.077,-22.3023,"NA","Taquaril - Petrópolis - RJ",2007,4,"13256@XC",1155.62
"Chamaeza ruficauda",-44.6634,-22.3112,"NA","Itatiaia National Park - highlands",2007,3,"11694@XC",1936.96
"Chamaeza ruficauda",-42.5869,-22.3459,"NA","Pico da Caledônia, Nova Friburgo, RJ",2018,11,"473786@XC",1621.82
"Chamaeza ruficauda",-42.5834,-22.3501,"NA","Pico Caledônia, RJ",2017,10,"391826@XC",1621.82
"Chamaeza ruficauda",-44.7334,-22.3667,"NA","Itatiaia National Park - Agulhas Negras road",2016,9,"335233@XC",1919.23
"Chamaeza ruficauda",-44.6301,-22.3798,"NA","Itatiaia NP, RJ",2010,8,"62441@XC",2273.08
"Chamaeza ruficauda",-44.63,-22.38,"NA","Itatiaia NP, RJ",2004,5,"10900@XC",2273.08
"Chamaeza ruficauda",-42.501,-22.394,"NA","Macaé de Cima, Nova Friburgo, RJ",2017,11,"396198@XC",1156.27
"Chamaeza ruficauda",-44.6667,-22.4001,"NA","Itatiaia National Park. Rio Maromba trail",1997,9,"253580@XC",2124.23
"Chamaeza ruficauda",-44.75,-22.416667,"NA","Algulhas Negras road, Rio de Janeiro",2004,7,"220885@XC",1055.91
"Chamaeza ruficauda",-44.583333,-22.416667,"NA","Itatiaia National Park, Rio de Janeiro",2004,7,"220883@XC",1358.23
"Chamaeza ruficauda",-44.6001,-22.4167,"NA","Itatiaia NP, Tres Picos trail, RJ",2004,2,"50048@XC",1451.8
"Chamaeza ruficauda",-44.614956,-22.431925,"NA","Itatiaia Parque Nacional (Agulhas Negras area), Hotel do Ypé und Umgebung",2015,3,"NA",1451.8
"Chamaeza ruficauda",-42.99,-22.44,"NA","Rio de Janeiro; Serra do Orgaos NP",1993,4,"67931@XC",1069.84
"Chamaeza ruficauda",-43.01,-22.448,"NA","Serra dos Órgãos National Park - RJ",2015,11,"288595@XC",1412.77
"Chamaeza ruficauda",-43.0026,-22.4503,"NA","Teresópolis, Rio de Janeiro",2017,10,"391832@XC",1412.77
"Chamaeza ruficauda",-43.01,-22.4667,"NA","Serra dos Orgaos National Park. Teresopolis",2008,11,"253575@XC",1202.7
"Chamaeza ruficauda",-45.592,-22.71,"NA","Estrada da Pedra do Bau - Campos do Jordão - SP",2010,7,"76774@XC",1685.7
"Chamaeza ruficauda",-45.6001,-22.7167,"NA","Road to Pedra do Baú, Campos do Jordão, SP",2002,4,"80414@XC",1685.7
"Chamaeza ruficauda",-45.8655,-22.8745,"NA","São José dos Campos-São Paulo",2011,6,"118898@XC",1390.34
"Chamaeza ruficauda",-46.3345,-22.8934,"NA","Serra do Lopo, Extrema, Minas Gerais State",2013,3,"212682@XC",1290.39
"Chamaeza ruficauda",-44.8373,-23.1945,"NA","Paraty, Rio de Janeiro",2016,12,"347488@XC",1075.37
"Chamaeza ruficauda",-54.2591,-26.6855,"NA","Reserva Yaguarundí, Guaraní, Misiónes",2004,5,"451430@XC",438.33
"Chamaeza ruficauda",-54.2971,-26.9194,"NA","Guaraní, Misiónes",2018,4,"448499@XC",401.81
"Chamaeza ruficauda",-49.1573,-27.1073,"NA","Fazenda Santa Rita, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina",2009,10,"41871@XC",813.81
"Chamaeza ruficauda",-52.3971,-27.331,"NA","Barra do Rio Azul, Rio Grande do Sul",2013,3,"127358@XC",410.33
"Chamaeza ruficauda",-49.8587,-27.9507,"NA","Urupema, Santa Catarina",2013,1,"118584@XC",1417.12
"Chamaeza ruficauda",-51.4726,-28.8828,"NA","Caravaggio, Vila Flores, Rio Grande do Sul",2008,12,"30461@XC",514.59
"Chamaeza ruficauda",-43.0261,-22.4581,"north","PN Serra dos Orgaos Teresopolis",,,"RBO 939",
"Chamaeza ruficauda",-45.168,-22.533,"north","Brasil: SC: Marmelópolis- Estrada para pico dos Marins",,,"LGEMA19542",
"Chamaeza ruficauda",-45.226,-22.569,"north","Brasil: SP: Piquete- Trilha do ataque- pista de voo",,,"LGEMA19527",
"Chamaeza ruficauda",-44.6327,-22.694,"north","Sao Jose do Barreiro- Entorno do PARNA da Serra da north- SP",,,"LGEMA18796",
"Chamaeza ruficauda",-44.6327,-22.694,"north","Sao Jose do Barreiro- Entorno do PARNA da Serra da north- SP",,,"LGEMA18800",
"Chamaeza ruficauda",-48.85743,-25.221807,"Paraná","Fazenda Pico Paraná",2016,7,"OBS651004865",1183.13
"Chamaeza ruficauda",-48.913786,-25.331142,"Paraná","Parana, Top of Estrada Graciosa",2003,12,"OBS136088712",924.94
"Chamaeza ruficauda",-49.828196,-25.344744,"Paraná","Santa Rita, Paraná, BR (-25,345, -49,828)",2018,8,"OBS651484218",1015.16
"Chamaeza ruficauda",-48.982946,-25.496577,"Paraná","Mananciais da Serra",2006,2,"OBS428455002",1045.94
"Chamaeza ruficauda",-54.438415,-25.680828,"Paraná","PN do Iguaçú--Cataratas",1997,9,"OBS696714360",471
"Chamaeza ruficauda",-54.434552,-25.692856,"Paraná","Brazil, Iguacu Falls",1994,3,"OBS679753889",165
"Chamaeza ruficauda",-49.742233,-25.879189,"Paraná","83750, Lapa BR-PR (-25,8792,-49,7422)",2017,8,"OBS531671881",847.68
"Chamaeza ruficauda",-51.257289,-26.624446,"Paraná","General Carneiro — Reserva Paisagem Araucária",2007,2,"OBS473707905",1077.09
"Chamaeza ruficauda",-42.560821,-22.218913,"Rio de Janeiro","Pico de Caledonia -- Trilha Baixo",2014,9,"OBS566257422",1053.43
"Chamaeza ruficauda",-42.567215,-22.221734,"Rio de Janeiro","Pico de Caledonia--Trilho Alto",2017,1,"OBS464975595",1046.32
"Chamaeza ruficauda",-42.498851,-22.309505,"Rio de Janeiro","Brazil-Itororo Eco Lodge",2016,5,"OBS415734025",1095.03
"Chamaeza ruficauda",-42.522854,-22.309929,"Rio de Janeiro","Nova Friburgo",2005,8,"OBS499945536",1029.33
"Chamaeza ruficauda",-42.49676,-22.310296,"Rio de Janeiro","Itororo Eco Lodge",2018,10,"OBS668394671",1095.03
"Chamaeza ruficauda",-42.499301,-22.310614,"Rio de Janeiro","BR-State of Rio de Janeiro-Nova Friburgo-Estrada do Curuzu - -22.311x-42.499",2017,3,"OBS475183159",1095.03
"Chamaeza ruficauda",-42.496852,-22.310957,"Rio de Janeiro","BR-State of Rio de Janeiro-Nova Friburgo-Estrada do Curuzu - -22.311x-42.497 - 15 Mar 2017 08:05",2017,3,"OBS475520746",1095.03
"Chamaeza ruficauda",-42.514883,-22.317018,"Rio de Janeiro","Nova Friburgo Brazil",2005,4,"OBS174430381",1029.33
"Chamaeza ruficauda",-42.32771,-22.319325,"Rio de Janeiro","BR-RJ-Nova Friburgo - -22,3193x-42,3277 - 13 de out de 2016 18:19",2016,10,"OBS435998716",862.69
"Chamaeza ruficauda",-42.578924,-22.327222,"Rio de Janeiro","Brazil, Nova Friburgo, Pico da Caledonia, Sao Bernardo, 22 November 2013",2013,11,"OBS526349143",1457.25
"Chamaeza ruficauda",-42.580343,-22.332819,"Rio de Janeiro","São Bernardo",2018,11,"OBS674362981",1457.25
"Chamaeza ruficauda",-42.558074,-22.336804,"Rio de Janeiro","Estrada para o Pico Caledonia,  Nova Friburgo",2018,7,"OBS644305604",1279.47
"Chamaeza ruficauda",-42.568462,-22.337718,"Rio de Janeiro","Estrada Caledonia",2016,2,"OBS372055750",1438.41
"Chamaeza ruficauda",-42.567175,-22.3389,"Rio de Janeiro","Caledonia",2016,10,"OBS588581495",1438.41
"Chamaeza ruficauda",-42.581737,-22.341013,"Rio de Janeiro","377 Estrada Caledonia, Nova Friburgo, Rio de Janeiro, BR (-22,341, -42,582)",2018,11,"OBS673056102",1621.82
"Chamaeza ruficauda",-42.584816,-22.342365,"Rio de Janeiro","Estrada ao Pico da Caledônia",2018,11,"OBS678315013",1621.82
"Chamaeza ruficauda",-42.585135,-22.343782,"Rio de Janeiro","BR-Rio de Janeiro-Nova Friburgo - -22,344x-42,585 - 11/06/2017 1:44 PM",2017,6,"OBS510231046",1621.82
"Chamaeza ruficauda",-42.586375,-22.345998,"Rio de Janeiro","Pico da Caledônia - Nova Friburgo - RJ -22,346x-42,586 - 18/06/2017 08:30",2017,6,"OBS512321472",1621.82
"Chamaeza ruficauda",-44.525403,-22.350181,"Rio de Janeiro","Parque Estadual da Pedra Selada",2015,1,"OBS295209419",976.07
"Chamaeza ruficauda",-42.583342,-22.35057,"Rio de Janeiro","Pico da Caledônia--upper slopes",2018,12,"OBS689131491",1621.82
"Chamaeza ruficauda",-42.58484,-22.351568,"Rio de Janeiro","Pico da Caledônia",2018,6,"OBS628941584",1621.82
"Chamaeza ruficauda",-42.563244,-22.353967,"Rio de Janeiro","Estrada da torre do SBT",2016,5,"OBS408187400",1438.41
"Chamaeza ruficauda",-42.529707,-22.358331,"Rio de Janeiro","Serra dos Tucanos--Trilho Theodoro",2015,7,"OBS585701701",1192.65
"Chamaeza ruficauda",-42.565779,-22.359315,"Rio de Janeiro","Baixo Caledônia (Torres do SBT) - 22,359x-42,566 - 18/06/2017 13:51",2017,8,"OBS528811192",1317.87
"Chamaeza ruficauda",-42.511709,-22.361516,"Rio de Janeiro","Começo da estrada para Macaé de Cima",2017,7,"OBS546742671",1192.65
"Chamaeza ruficauda",-44.590161,-22.363053,"Rio de Janeiro","PE Pedra Selada--Fazenda Marimbondo",2015,2,"OBS299535579",1544.77
"Chamaeza ruficauda",-44.724612,-22.36484,"Rio de Janeiro","PN do Itatiaia--Agulhas Negras Road (RJ; 2200-2400m)",2018,1,"OBS563663262",2136.3
"Chamaeza ruficauda",-44.725223,-22.365088,"Rio de Janeiro","Unnamed Road, Minas Gerais, BR (-22,365, -44,725)",2017,9,"OBS530739071",2136.3
"Chamaeza ruficauda",-42.539749,-22.366437,"Rio de Janeiro","Serra dos Tucanos - Cedae Trail",2006,11,"OBS169734640",1222.01
"Chamaeza ruficauda",-42.993128,-22.366626,"Rio de Janeiro","Parque Municipal Montanhas de Teresópolis",2014,11,"OBS462484733",968.26
"Chamaeza ruficauda",-43.020772,-22.3667,"Rio de Janeiro","Alto da Posse, Teresópolis",2017,7,"OBS517154936",1245.46
"Chamaeza ruficauda",-42.533785,-22.369551,"Rio de Janeiro","Mountain Chalets, Nova Friburgo",2018,12,"OBS689718008",1222.01
"Chamaeza ruficauda",-42.7231,-22.3742,"Rio de Janeiro","Serra dos Orgaos",2006,6,"OBS154798268",1326.28
"Chamaeza ruficauda",-44.75527,-22.375072,"Rio de Janeiro","PN Itatiaia—Agulhas Negras road (-22.3751,-44.7553)",2018,12,"OBS690014019",1771.76
"Chamaeza ruficauda",-42.49221,-22.37579,"Rio de Janeiro","Macaé de Cima",2018,7,"OBS639749105",1172.92
"Chamaeza ruficauda",-42.557208,-22.375929,"Rio de Janeiro","Serra dos Tucanos--Trilho Cedae",2018,12,"OBS689717317",1317.87
"Chamaeza ruficauda",-44.683113,-22.376958,"Rio de Janeiro","Brazil Itatiaia higher part ; pm west of park less rain",2004,7,"OBS574446677",2396.75
"Chamaeza ruficauda",-42.555932,-22.377001,"Rio de Janeiro","Theodora Trail",2016,9,"OBS429205384",1098.45
"Chamaeza ruficauda",-44.760225,-22.377042,"Rio de Janeiro","Parque Nacional do Itatiaia (parte alta), Itamonte, Minas Gerais.",2018,3,"OBS593923781",1674.15
"Chamaeza ruficauda",-44.691696,-22.378651,"Rio de Janeiro","Itatiaia NP: Agulhas Negras Rd",2003,11,"OBS47706052",2193.35
"Chamaeza ruficauda",-42.550886,-22.38,"Rio de Janeiro","Serra dos Tucanos--Trilho Bamboo",2014,3,"OBS244756750",1250.66
"Chamaeza ruficauda",-44.570656,-22.383254,"Rio de Janeiro","RPPN Santo Antônio--Trilha Divisor de Águas",2015,7,"OBS329954790",1178.42
"Chamaeza ruficauda",-42.991991,-22.396824,"Rio de Janeiro","Teresopolis, RJ",2003,11,"OBS646872469",932.96
"Chamaeza ruficauda",-44.597005,-22.403926,"Rio de Janeiro","Itatiaia NP",2005,7,"OBS708750513",1617.15
"Chamaeza ruficauda",-44.624233,-22.406585,"Rio de Janeiro","PN do Itatiaia--área geral (Partes Baixa e Alta)",2018,8,"OBS649208208",2030.92
"Chamaeza ruficauda",-43.032846,-22.411584,"Rio de Janeiro","Brazil-R. de Janeiro Teresopolis road",2012,11,"OBS204567762",1283.6
"Chamaeza ruficauda",-43.028936,-22.411683,"Rio de Janeiro","P N Serra dos Orgãos - BR 495",2017,7,"OBS546499348",1283.6
"Chamaeza ruficauda",-43.032824,-22.411787,"Rio de Janeiro","-22.4118x-43.0328 - Nov 11, 2016, 7:35 AM (side of BR 495)",2016,11,"OBS441811542",1283.6
"Chamaeza ruficauda",-43.032852,-22.411918,"Rio de Janeiro","(-22.4119,-43.0329) Pullout 2 outside Teresopolis AM",2018,10,"OBS698910795",1283.6
"Chamaeza ruficauda",-44.649475,-22.416804,"Rio de Janeiro","Itatiaia NP",2003,10,"OBS578354360",1655.86
"Chamaeza ruficauda",-44.61993,-22.42904,"Rio de Janeiro","PN do Itatiaia--Piscina do Maromba Trail",2018,7,"OBS638498287",1451.8
"Chamaeza ruficauda",-42.98,-22.43,"Rio de Janeiro","TEREZOPOLIS; BOA FE",1943,10,"4aa86121-7bbd-4c45-8e18-942d19701dfa",1021.13
"Chamaeza ruficauda",-44.615079,-22.431983,"Rio de Janeiro","PN de Itatiaia--Hotel do Ypê",2018,8,"OBS649017833",1451.8
"Chamaeza ruficauda",-44.615204,-22.432516,"Rio de Janeiro","Itatiaia",2015,6,"OBS331507835",1451.8
"Chamaeza ruficauda",-44.614546,-22.433926,"Rio de Janeiro","Trilha dos Três Picos",2015,10,"OBS409704700",1451.8
"Chamaeza ruficauda",-44.60912,-22.43597,"Rio de Janeiro","PN de Itatiaia -- Trilha dos TrÃªs Picos",2015,6,"OBS328224627",1046.57
"Chamaeza ruficauda",-44.609116,-22.435974,"Rio de Janeiro","PN do Itatiaia--Trilha dos Três Picos",2018,7,"OBS638717986",1046.57
"Chamaeza ruficauda",-44.597282,-22.439591,"Rio de Janeiro","PN do Itatiaia--Hotel Simon",2017,9,"OBS531180851",957.69
"Chamaeza ruficauda",-42.922507,-22.440983,"Rio de Janeiro","PE Três Picos--Jacarandá",2015,8,"OBS338192433",1001.38
"Chamaeza ruficauda",-44.609921,-22.444232,"Rio de Janeiro","Itatiaia trails",1990,8,"OBS572561926",1046.57
"Chamaeza ruficauda",-44.611037,-22.444906,"Rio de Janeiro","PN do Itatiaia--Parte Baixa (Hotéis Ype, Donati, Simon; 400-800m)",2015,7,"OBS332615667",1046.57
"Chamaeza ruficauda",-43.01302,-22.44732,"Rio de Janeiro","Pedra do Sino Trail",2016,10,"OBS437679882",1412.77
"Chamaeza ruficauda",-42.95081,-22.447759,"Rio de Janeiro","PETP - Vale da Revolta",2016,2,"OBS373455952",982.96
"Chamaeza ruficauda",-43.001637,-22.451316,"Rio de Janeiro","Serra dos Orgaos-Upper",2017,10,"OBS545963483",1412.77
"Chamaeza ruficauda",-43.001316,-22.451557,"Rio de Janeiro","Pedra no Sino Trail, Serra dos Orgaos National Park, Brazil",2014,10,"OBS275103895",1412.77
"Chamaeza ruficauda",-43.001195,-22.451793,"Rio de Janeiro","Parque Nacional da Serra dos Órgãos, Trilha Suspensa",2015,8,"OBS337308425",1412.77
"Chamaeza ruficauda",-43.01572,-22.45321,"Rio de Janeiro","Brazil - Serra Dos Orgaos",2013,1,"OBS177351794",1412.77
"Chamaeza ruficauda",-43.246865,-22.453632,"Rio de Janeiro","Pico do Couto, Araras, RJ",2016,3,"OBS387896887",1244.66
"Chamaeza ruficauda",-43.292575,-22.464748,"Rio de Janeiro","BR-Rio de Janeiro-Petrópolis-Unnamed Road - -22,465x-43,293",2016,11,"OBS446003344",1499.45
"Chamaeza ruficauda",-43.001277,-22.466333,"Rio de Janeiro","Parnaso",2015,10,"OBS359242453",1202.7
"Chamaeza ruficauda",-43.005118,-22.467132,"Rio de Janeiro","Serra das Órgãos, Teresópolis",2006,9,"OBS165059909",1202.7
"Chamaeza ruficauda",-43.000059,-22.471875,"Rio de Janeiro","PN Serra dos Orgaos",2017,9,"OBS530597114",1202.7
"Chamaeza ruficauda",-43.269142,-22.482658,"Rio de Janeiro","Rocio",2018,10,"OBS664360096",1163.85
"Chamaeza ruficauda",-43.25259,-22.48449,"Rio de Janeiro","Reserva Biológica de Araras - Pico do Couto",2016,3,"OBS385484127",1040.34
"Chamaeza ruficauda",-44.812661,-23.139056,"Rio de Janeiro","Mirante da ventania",2018,8,"OBS650730921",1349.38
"Chamaeza ruficauda",-44.812825,-23.139108,"Rio de Janeiro","(-23,139, -44,813)",2018,8,"OBS652879279",1349.38
"Chamaeza ruficauda",-44.813619,-23.140123,"Rio de Janeiro","Pedra da Macela",2017,1,"OBS454772903",1349.38
"Chamaeza ruficauda",-44.816351,-23.142773,"Rio de Janeiro","Cunha--Pedra da Macela",2017,1,"OBS460977425",1408.89
"Chamaeza ruficauda",-44.821216,-23.151296,"Rio de Janeiro","Pedra da Macela",2016,3,"OBS389124468",1523.56
"Chamaeza ruficauda",-44.82121,-23.151322,"Rio de Janeiro","Estrada Da Pedra Da Macela, Rio de Janeiro, BR (-23,151, -44,821)",2018,9,"OBS659130964",1523.56
"Chamaeza ruficauda",-44.839921,-23.167175,"Rio de Janeiro","P1-1500 (1506m)",2018,11,"OBS687475043",1346.06
"Chamaeza ruficauda",-44.840054,-23.168669,"Rio de Janeiro","Paraty - Cunha1500",2015,5,"OBS317847987",1346.06
"Chamaeza ruficauda",-44.840269,-23.168881,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-16661-16895 Rodovia Parati-Cunha - -23,169x-44,84",2016,11,"OBS443812801",1346.06
"Chamaeza ruficauda",-44.839068,-23.170385,"Rio de Janeiro","P3-1500",2018,11,"OBS687474749",1346.06
"Chamaeza ruficauda",-44.837625,-23.170755,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-15651-16203 Rodovia Parati-Cunha - -23,171x-44,838",2016,11,"OBS443813025",1346.06
"Chamaeza ruficauda",-44.8371,-23.171433,"Rio de Janeiro","P4-1500",2018,11,"OBS687474613",1346.06
"Chamaeza ruficauda",-44.834772,-23.17205,"Rio de Janeiro","P5-1500",2018,11,"OBS687474299",1346.06
"Chamaeza ruficauda",-44.83713,-23.173078,"Rio de Janeiro","P6-1500",2018,11,"OBS687474096",1346.06
"Chamaeza ruficauda",-44.834642,-23.173668,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-13741-15231 Rodovia Parati-Cunha - -23,174x-44,835",2016,11,"OBS443813689",1346.06
"Chamaeza ruficauda",-44.832753,-23.174905,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-13741-15231 Rodovia Parati-Cunha - -23,175x-44,833",2016,11,"OBS443813775",1346.06
"Chamaeza ruficauda",-44.83233,-23.175714,"Rio de Janeiro","Estrada Paraty-Cunha (RJ-165)",2017,6,"OBS512878380",1346.06
"Chamaeza ruficauda",-44.828996,-23.175727,"Rio de Janeiro","Rio de Janeiro, BR (-23,176, -44,829)",2018,5,"OBS619602074",1346.06
"Chamaeza ruficauda",-44.837311,-23.186665,"Rio de Janeiro","P4-1300",2018,11,"OBS687473832",1075.37
"Chamaeza ruficauda",-44.828136,-23.203227,"Rio de Janeiro","(-23,2032,-44,8281)",2018,10,"OBS663909982",894.16
"Chamaeza ruficauda",-49.95309,-28.801891,"Rio Grande do Sul","(-28,8019,-49,9531)",2018,9,"OBS656681468",895.69
"Chamaeza ruficauda",-51.416585,-28.802528,"Rio Grande do Sul","(-28,8025,-51,4166)",2018,11,"OBS678025675",592.6
"Chamaeza ruficauda",-51.418003,-28.802826,"Rio Grande do Sul","(-28,8028,-51,4180)",2018,11,"OBS678026254",592.6
"Chamaeza ruficauda",-51.893656,-28.971127,"Rio Grande do Sul","-28,971x-51,894 - 28/02/2017 08:50",2017,2,"OBS471277933",356.98
"Chamaeza ruficauda",-51.577393,-28.976981,"Rio Grande do Sul","Trilha da Pedra Lisa",2016,10,"OBS438065888",459.59
"Chamaeza ruficauda",-51.709144,-29.022401,"Rio Grande do Sul","BR-Rio Grande do Sul-Cotiporã - -29,022x-51,709 - 22/05/2017 14:26",2017,2,"OBS503372073",336.48
"Chamaeza ruficauda",-51.913366,-29.050355,"Rio Grande do Sul","Vespasiano Corrêa--Ferrovia do Trigo",2013,8,"OBS642027611",311.74
"Chamaeza ruficauda",-52.285337,-29.182645,"Rio Grande do Sul","BR-Rio Grande do Sul-Progresso-Unnamed Road - -29,183x-52,285",2017,3,"OBS479017612",289.55
"Chamaeza ruficauda",-52.19686,-29.272746,"Rio Grande do Sul","Tamanduá",2018,7,"OBS641833958",423.33
"Chamaeza ruficauda",-50.816667,-29.366667,"Rio Grande do Sul","Canela; Morro Pelado",1978,1,"6aa29b8f-7ff7-4e07-ad95-19dc23669167",814.48
"Chamaeza ruficauda",-50.393583,-29.432006,"Rio Grande do Sul","FLONA de São Francisco de Paula, Rio Grande do Sul, BR (-29,432, -50,394)",2018,11,"OBS681843345",852.41
"Chamaeza ruficauda",-50.173787,-29.480109,"Rio Grande do Sul","Pró-Mata",2014,11,"OBS281998539",690.73
"Chamaeza ruficauda",-50.174809,-29.480994,"Rio Grande do Sul","CPCN Pró Mata PUCRS",2018,2,"OBS579889054",690.73
"Chamaeza ruficauda",-50.174135,-29.48111,"Rio Grande do Sul","95400, São Francisco de Paula BR-RS (-29,4811,-50,1741)",2017,9,"OBS539582054",690.73
"Chamaeza ruficauda",-50.212927,-29.486154,"Rio Grande do Sul","São Francisco de Paula--CPCN Pro Mata (Near Entrance), PUCRS",2017,10,"OBS540773785",870.98
"Chamaeza ruficauda",-50.336491,-29.496353,"Rio Grande do Sul","Pró-Mata",2018,4,"OBS613295601",603.23
"Chamaeza ruficauda",-50.324,-29.4986,"Rio Grande do Sul","Maquine- Serra do Umbu- RS",,,"LGEMA18849",
"Chamaeza ruficauda",-42.53,-22.27,"Rj","Fazenda Campestre, Campestre, Nova Friburgo","NA","NA","Br:MNRJ:Aves:35198",984.23
"Chamaeza ruficauda",-49.196904,-26.297506,"Santa Catarina","Trilha Comfloresta-Rio Manso",2017,3,"OBS475900414",907.6
"Chamaeza ruficauda",-49.5239,-26.652637,"Santa Catarina","Trilha do macaco",2018,1,"OBS565577379",727.05
"Chamaeza ruficauda",-51.926522,-26.692354,"Santa Catarina","PARNA das Araucárias - Santa Fé",2009,5,"OBS473897599",1032.46
"Chamaeza ruficauda",-49.6771,-26.7134,"Santa Catarina","Doutor Pedrinho- Reserva Biológica Estadual do Sassafrás – REBIO- SC",,,"FURB13361",
